Unnamed: 0,Datetime,Tweet Id,Text,Username,Translated_Comment,Sentiment,nb_sentiment,Sentiment_GBM,gbm_sentiment,mlp_sentiment
18,2022-03-09 17:34:31+00:00,1501612407298596868,"यूपी समेत पांच राज्यों के चुनाव परिणाम के लिए दैनिक भास्कर का ख़ास song लांच...

10 मार्च को दिन भर @DainikBhaskar से जुड़कर मिनट 2 मिनट पाए अपडेट...

#UPElectionResult2022 #PunjabElections2022 #UttarakhandElections2022 
#GoaElections2022 
#ManipurElections2022 https://t.co/pnJrEtKRle",aditytiwarilive,"Dainik Bhaskar's special song launched for the election results of five states including UP ...

On March 10, after joining @DainikBhaskar all day, get a minute 2 minutes update ...",1,1,2,1,1
19,2022-03-09 17:25:31+00:00,1501610141703028738,"Manipur Election 2022 | ബിജെപിയുടെ 'ചാക്കിടല്‍' പേടിച്ച് കാലേകൂട്ടി നീക്കം ; മുതിര്‍ന്ന നേതാക്കളെ വിന്യസിച്ച് കോണ്‍ഗ്രസ് https://t.co/z7ADQ5Cscl 
#ManipurElections2022 #ManipurElection2022",ETVBharatKL,Manipur Nlain 2022 |Fearing the BJP's 'down' and remove theCongress deployed senior leaders,-1,0,0,0,-1
20,2022-03-09 17:20:46+00:00,1501608946422857729,"72
23
41
26
33
#PunjabElections2022 
#GoaElections2022 
#UttarakhandElections2022 
#ManipurElections2022 
#UttarPradeshElections2022 
#Hope",cp_nationfirst,"72
23
41
26
33",0,0,1,0,0
21,2022-03-09 17:18:20+00:00,1501608334079959043,"#ManipurElections2022: Even if the BJP wins, chief minister N Biren Singh is expected to face a tough challenge from Thongam Biswajit Singh

5 interesting things to know | #ResultsWithNewspaper
https://t.co/yTQNQ8VsKL",NewspaperANI,": Even if the BJP wins, chief minister N Biren Singh is expected to face a tough challenge from Thongam Biswajit Singh

5 interesting things to know |",1,1,2,0,1
22,2022-03-09 17:13:49+00:00,1501607200002695171,"Manipur battlefield: BJP confident of retaining power; Congress too hopeful of favourable verdict

#ManipurElections2022 https://t.co/q6ZiRnGO4y",OfficialAiNews,Manipur battlefield: BJP confident of retaining power; Congress too hopeful of favourable verdict,1,1,2,0,1
23,2022-03-09 17:13:19+00:00,1501607072194265088,"Manipur battlefield: BJP confident of retaining power; Congress too hopeful of favourable verdict

Read @ANI Story | https://t.co/vQToKuatea

#ManipurElections2022 https://t.co/arPaYjkfIw",ani_digital,"Manipur battlefield: BJP confident of retaining power; Congress too hopeful of favourable verdict

Read @ANI Story |",1,1,2,0,1
24,2022-03-09 17:05:22+00:00,1501605074929610758,"#ManipurElections2022: Even if the BJP wins, chief minister N Biren Singh is expected to face a tough challenge from Thongam Biswajit Singh

5 interesting things to know | #ResultsWithHT  
https://t.co/SFksVbbYgh",htTweets,": Even if the BJP wins, chief minister N Biren Singh is expected to face a tough challenge from Thongam Biswajit Singh

5 interesting things to know |",1,1,2,0,1
25,2022-03-09 17:04:20+00:00,1501604814316195843,"All you need to know about the elections in Manipur.
#ManipurElections2022 #manipur #ManipurElection2022 #India 

Read here 👇👇
https://t.co/cDbfai0HqB",CharchaPoli,"All you need to know about the elections in Manipur.


Read here",0,0,1,0,0
26,2022-03-09 16:48:30+00:00,1501600829824188420,"#ManipurElections2022: The ruling #BJP has fielded candidates in all the 60 seats, #Congress 53, #NPP &amp; #JDU in 38 seats each, #NPF in 10 seats, RPI (A) &amp; #ShivSena in 9 each, #NCP in 8 seats, 30 independent 
#Manipur  
 https://t.co/jdk3WiGr5g https://t.co/TznR8A3eXD",ukhrultimes,": The ruling  has fielded candidates in all the 60 seats,  53,  &amp;  in 38 seats each,  in 10 seats, RPI (A) &amp;  in 9 each,  in 8 seats, 30 independent",0,0,1,0,0
27,2022-03-09 16:45:00+00:00,1501599946583257096,"Watch the Results of Assembly Elections 2022 LIVE on @DDNewslive &amp; Live-Stream on https://t.co/XSIufeZqNS… on March 10, 2022. 
#UttarPradeshElections2022
#PunjabElections2022 
#UttarakhandElections2022 
#ManipurElections2022 
#GoaElections2022 https://t.co/16OBTm8TJZ",DDNational,"Watch the Results of Assembly Elections 2022 LIVE on @DDNewslive &amp; Live-Stream on  on March 10, 2022.",1,1,2,1,1
28,2022-03-09 16:25:34+00:00,1501595057153253376,"कल #EVMPolitics कौन कौन से राज्य में होने वाली है।

#UttarPradeshElections #UttarakhandElections2022 #PunjabElections2022 #ManipurElections2022 #GoaElections2022",alokntyl,Which state is going to be held tomorrow.,0,0,1,0,0
29,2022-03-09 16:19:20+00:00,1501593489968332803,"#Ukhrul:  DC Ukhrul said that to maintain law and order, necessary for the smooth &amp; peaceful counting of votes and to tackle any anti-social elements which may lead to disturbances of public tranquility &amp; peaceful counting of votes: #ManipurElections2022

https://t.co/U6f6XHxfw4 https://t.co/AFNW8e6b9o",ukhrultimes,":  DC Ukhrul said that to maintain law and order, necessary for the smooth &amp; peaceful counting of votes and to tackle any anti-social elements which may lead to disturbances of public tranquility &amp; peaceful counting of votes:",1,1,2,1,1
30,2022-03-09 16:10:27+00:00,1501591253292486661,"Do you think exit polls got it right on 5-state polls?

#ExitPoll #ExitPolls #ExitPoll2022 
#UttarPradeshElections2022 #UttarakhandElections2022 #GoaElections2022 #PunjabElections2022 #ManipurElections2022 #YogiAdityanath #BJP #AAP #Congress #SamajwadiParty #AkhileshYadav",Oneindia,Do you think exit polls got it right on 5-state polls?,1,1,2,0,1
31,2022-03-09 15:55:49+00:00,1501587571167883268,"राजतिलक... @Network10Update @sanjay_goswami7 
#UttarPradeshElections #UttarakhandElections2022 #PunjabElections2022 #GoaElections2022 #ManipurElections2022 https://t.co/KXtbBRZRCW",gauravsingh1307,Rajatilak ... @Network10UPDATE @sanjay_goswami7,0,0,1,0,0
32,2022-03-09 15:54:03+00:00,1501587123996028930,"अगर BJP जीती तो EVM हैक 😧

और कोई दल जीते तो लोकतंत्र की जीत 👍

#AssemblyElections2022 
#UPElectionResult2022 
#PunjabElections2022 
#UttarakhandElections2022 
#ManipurElections2022",iamAjaySinh,"EVM hack if BJP wins

If any party wins, the victory of democracy",1,1,2,0,1
33,2022-03-09 15:52:49+00:00,1501586814091800579,"A five-member high-level Congress delegation led by party General Secretary Mukul Wasnik, BJP’s national spokesperson Sambit Patra and JD (U) MPs are camping in Imphal
#ManipurElections2022 
https://t.co/0kpPxQGUm4",NENowNews,"A five-member high-level Congress delegation led by party General Secretary Mukul Wasnik, BJP’s national spokesperson Sambit Patra and JD (U) MPs are camping in Imphal",1,0,2,1,1
34,2022-03-09 15:51:54+00:00,1501586582859829251,"My predictions on tomorrow's counting day for #UttarakhandElections2022 #UttarakhandElections2022 #GoaElections2022 #PunjabElections2022 #ManipurElections2022 

UP - BJP comfortably
UK - BJP has edge
Goa - Hung, Cong has edge
Punjab - Hung, AAP has edge
Manipur - BJP",Amreso99,"My predictions on tomorrow's counting day for

UP - BJP comfortably
UK - BJP has edge
Goa - Hung, Cong has edge
Punjab - Hung, AAP has edge
Manipur - BJP",1,0,2,0,1
35,2022-03-09 15:51:08+00:00,1501586393381834757,"#ManipurElections2022  | THE BIG 2022 REFERENDUM

#ExitPoll2022 polls have predicted a hung assembly. #Congress has dispatched three observers, TS Singhdeo, Vincent Pala &amp; Mukul Wasnik in #Manipur as the party fears poaching.

@AfridaRahmanAli &amp; @nibirdeka with more details. https://t.co/GhohRIAGQ3",MirrorNow,"| THE BIG 2022 REFERENDUM

polls have predicted a hung assembly.  has dispatched three observers, TS Singhdeo, Vincent Pala &amp; Mukul Wasnik in  as the party fears poaching.

@AfridaRahmanAli &amp; @nibirdeka with more details.",1,1,2,1,1
36,2022-03-09 15:42:59+00:00,1501584342165995528,#UttarakhandElections2022 | #ManipurElections2022,juvingonsalves,|,0,0,1,0,0
37,2022-03-09 15:39:18+00:00,1501583414457253902,"The counting of #Manipur #GeneralElection votes will be held tomorrow, some people have already lost the privilege of sleeping in their home.
Such is the trauma and social disorder caused by groups of parasites claiming themselves to be a Kuki Nationalist.
#ManipurElections2022",GogouHangshing_,"The counting of   votes will be held tomorrow, some people have already lost the privilege of sleeping in their home.
Such is the trauma and social disorder caused by groups of parasites claiming themselves to be a Kuki Nationalist.",1,1,2,1,-1
38,2022-03-09 15:37:48+00:00,1501583035581743107,"To all who are going to blame EVM tomorrow - Win Graceful and Lose Humble. Ponder upon the question, Why we lost rather Why they Won? 
Jai Hind 🇮🇳 #UttarPradeshElections2022 #PunjabElections2022 #UttarakhandElections2022 #GoaElections2022 #ManipurElections2022",iamavsp,"To all who are going to blame EVM tomorrow - Win Graceful and Lose Humble. Ponder upon the question, Why we lost rather Why they Won?
Jai Hind",1,1,2,1,1
39,2022-03-09 15:37:04+00:00,1501582850164166656,"कौन हैं एन बीरेन सिंह? जानिए उनके बारे में सब कुछ...

#ManipurElections2022 #ManipurElection2022 #AssemblyElections2022 #India #Elections2022 

https://t.co/tyMahNTq3a",OpoyiHindi,Who is Ann Biren Singh?Know everything about them ...,0,0,1,0,0
40,2022-03-09 15:33:37+00:00,1501581982689415174,"#TheNews | ""We will definitely form a government with two-third majority"": Manipur Chief Minister N Biren Singh to NDTV

#ManipurElections2022 #NDTVExclusive https://t.co/05HmbaibTT",ndtv,"| ""We will definitely form a government with two-third majority"": Manipur Chief Minister N Biren Singh to NDTV",0,0,1,0,0
41,2022-03-09 15:25:09+00:00,1501579852230672384,"Watch Y Media Political Sensex- 5 States Election, Results LIVE on Wednesday, March 9 only on Channel Y at 7.30 p.m. 
#ymedia #PunjabElection2022 #UttarPradeshElections2022 #ManipurElections2022 #UttarakhandElections2022 #GoaElections #BJP #AAP #Cong
@YudhvirJaswal https://t.co/tbbawrJnE1",ymediagroup,"Watch Y Media Political Sensex- 5 States Election, Results LIVE on Wednesday, March 9 only on Channel Y at 7.30 p.m.

@YudhvirJaswal",1,1,2,1,1
42,2022-03-09 15:25:04+00:00,1501579833490350086,"Here is when and where you can watch #LIVE counting of votes in #Goa and #Manipur 

#GoaElections2022 #ManipurElections2022 https://t.co/2XTXwQkWw6",ZeeNewsEnglish,Here is when and where you can watch  counting of votes in  and,0,0,1,0,0
43,2022-03-09 15:16:34+00:00,1501577693590331394,"#ResultsWithNewspaper | Manipur CM N Biren Singh contested from #Heingang seat in #ManipurElections2022. He has never lost an election since first contesting in 2002

Elections in Manipur took place in 2 phases and counting of votes to take place tomorrow https://t.co/TS99bWmRIC",NewspaperANI,"| Manipur CM N Biren Singh contested from  seat in . He has never lost an election since first contesting in 2002

Elections in Manipur took place in 2 phases and counting of votes to take place tomorrow",1,1,2,1,1
44,2022-03-09 15:15:00+00:00,1501577297241022464,"#ResultsWithHT | Manipur CM N Biren Singh contested from #Heingang seat in #ManipurElections2022. He has never lost an election since first contesting in 2002

Elections in Manipur took place in 2 phases and counting of votes to take place tomorrow 

https://t.co/ysX2hTlq49 https://t.co/9DirC1TbBJ",htTweets,"| Manipur CM N Biren Singh contested from  seat in . He has never lost an election since first contesting in 2002

Elections in Manipur took place in 2 phases and counting of votes to take place tomorrow",1,1,2,1,1
45,2022-03-09 14:50:00+00:00,1501571005675974659,"#ElectionsWithMint | Here are the candidates with the lowest assets participating in the #ManipurElections2022.

Track all the latest updates related to #ElectionResults👉: https://t.co/KlDLlhBPyR

#AssemblyElections2022 #ResultsWithMint https://t.co/cvmWcQTyWv",livemint,"| Here are the candidates with the lowest assets participating in the .

Track all the latest updates related to :",1,1,2,1,1
46,2022-03-09 14:41:37+00:00,1501568895806705666,"5 State Election Results 2022 Live Updates:Stage set for counting of votes

#UttarPradeshElections2022 #UttarakhandElections2022 #GoaElections2022 #PunjabElections2022 #ManipurElections2022 #YogiAdityanath #BJP #AAP #Congress #SamajwadiParty #AkhileshYadav
https://t.co/lgBUXRDfdB",Oneindia,5 State Election Results 2022 Live Updates:Stage set for counting of votes,1,1,2,1,1
47,2022-03-09 14:30:00+00:00,1501565974771748864,"#ElectionsWithMint | Here are the candidates with the highest income participating in the #ManipurElections2022.

Track all the latest updates related to #ElectionResults👉: https://t.co/KlDLlhTqqp…

#AssemblyElections2022 #ResultsWithMint https://t.co/fy2zclXXCI",livemint,"| Here are the candidates with the highest income participating in the .

Track all the latest updates related to :",1,1,2,1,1
48,2022-03-09 14:30:00+00:00,1501565974616559618,"@snigspeak With #Kuki group’s alleged powerplay in favour of #BJP in #AssemblyElections2022, can the group become the kingmaker by helping the party win adequate seats to form a govt entirely on its own? @snigspeak evaluates 

#ManipurElections2022 #ManipurElections
https://t.co/dYiVVq4Cu1 https://t.co/5fQPnzHWBW",Outlookindia,"@snigspeak With  group’s alleged powerplay in favour of  in , can the group become the kingmaker by helping the party win adequate seats to form a govt entirely on its own? @snigspeak evaluates",1,1,2,1,1
49,2022-03-09 14:19:50+00:00,1501563415940452355,"#Ukhrul: Such an act of terrorism should not be allowed to take root in our community. #ElectionCommission  &amp; the law enforcing agency are expected to investigate the incident, punish the culprit/s at the earliest #Terrorism #ManipurElections2022

https://t.co/Utr36PcOKC https://t.co/ft1MriZkbf",ukhrultimes,": Such an act of terrorism should not be allowed to take root in our community.   &amp; the law enforcing agency are expected to investigate the incident, punish the culprit/s at the earliest",-1,1,0,-1,-1
50,2022-03-09 14:15:00+00:00,1501562197612404740,"#ManipurElections2022  | ALL EYES ON COUNTING DAY

Ahead of the big counting day, #Congress has dispatched three observers, TS Singhdeo, Vincent Pala, and Mukul Wasnik to Manipur to oversee the post-poll scenarios.  

@nibirdeka reports. https://t.co/Ej6kmB5Fat",MirrorNow,"| ALL EYES ON COUNTING DAY

Ahead of the big counting day,  has dispatched three observers, TS Singhdeo, Vincent Pala, and Mukul Wasnik to Manipur to oversee the post-poll scenarios.

@nibirdeka reports.",0,0,1,0,0
51,2022-03-09 14:15:00+00:00,1501562197604024320,"#ResultsWithHT | Manipur Assembly speaker Y Khemchand Singh contested against Congress heavyweight Irengbam Hemochandra Singh from #Singjamei seat in #ManipurElections2022

Counting of votes to take place tomorrow 

Track full-day coverage - https://t.co/ysX2hTlq49 https://t.co/sYHXqVtih6",htTweets,"| Manipur Assembly speaker Y Khemchand Singh contested against Congress heavyweight Irengbam Hemochandra Singh from  seat in

Counting of votes to take place tomorrow

Track full-day coverage -",0,0,1,0,0
52,2022-03-09 14:12:25+00:00,1501561546782101507,"#ElectionResults 2022: #EVMs kept under 3-layer security, says #ElectionCommission | Top 10 things to know 
#AssemblyElections2022 #UttarPradeshElections2022 #PunjabElections2022 #UttarakhandElections2022 #GoaElections2022 #ManipurElections2022 
https://t.co/hUMe9RQMzd",indiatvnews,"2022:  kept under 3-layer security, says  | Top 10 things to know",1,1,2,0,1
53,2022-03-09 14:00:03+00:00,1501558434885472257,"Watch the Results of Assembly Elections 2022 LIVE on @DDNewslive &amp; Live-Stream on https://t.co/XSIufeZqNS… on March 10, 2022. 
#UttarPradeshElections2022
#PunjabElections2022 
#UttarakhandElections2022 
#ManipurElections2022 
#GoaElections2022 https://t.co/zvJ4wY71Uc",DDNational,"Watch the Results of Assembly Elections 2022 LIVE on @DDNewslive &amp; Live-Stream on  on March 10, 2022.",1,1,2,1,1
54,2022-03-09 13:57:25+00:00,1501557771749113857,"मणिपुर पर सीटवार अपना अनुमान..

#ManipurElections2022
#Manipur 
#manipurwithmodi 
#manipurwithrahul https://t.co/eWcEqoh8y4",amitabh_bhushan,Seatwar on Manipur is your estimate ..,0,0,1,0,0
55,2022-03-09 13:48:58+00:00,1501555645597708295,"अपना अनुमान तो यही है।बाकी कल सुबह 6 बजे रात 9 बजे तक विश्लेषण चलता रहेगा। टीवी चैनल पर अपना पता भी बदलता रहेगा।

#ManipurElections2022 
#UPElections2022 
#PunjabElections2022 
#Election2022 
#UttarakhandElections2022 https://t.co/k44E8kJV0I",amitabh_bhushan,This is what your guess is. The analysis will continue till 9 pm tomorrow.Your address on TV channel will also change.,0,0,1,0,0
56,2022-03-09 13:41:24+00:00,1501553744906895360,"#ManipurElections2022 | Three layer of security cover outside counting centres

NDTV's Ratnadip Choudhury reports

#ElectionsWithNDTV https://t.co/bOGPEFnk7k",ndtv,"| Three layer of security cover outside counting centres

NDTV's Ratnadip Choudhury reports",0,0,1,0,0
57,2022-03-09 13:40:00+00:00,1501553389699846152,"अगर राज्यपाल के पाले में गई गेंद: RSS-BJP से जुड़े रहे हैं 5 में से 4 चुनावी राज्यों के गवर्नर, पेच फंसा तो बदल सकते हैं पूरा गेम
https://t.co/bWaI8uNKyB
#ElectionResults #Counting #Governers #UttarPradeshElections2022 #Goa #Uttarakhand #Punjab #ManipurElections2022",DainikBhaskar,"If the ball went to the governor's court: Governor of 4 out of 5 electoral states has been associated with RSS-BJP, if the screw is trapped, you can change the full game",-1,1,0,1,-1
58,2022-03-09 13:38:36+00:00,1501553039920230400,"Best of luck to all the candidates of @BJP4Manipur for the results tomorrow. I will be praying for your success.

#ManipurElections2022 #ManipurElectionResults

@BJP4India @narendramodi  @JPNadda @NBirenSingh @byadavbjp @sambitswaraj @PratimaBhoumik @BiswajitThongam https://t.co/BlBScx1o7e",AShardaDevi,"Best of luck to all the candidates of @BJP4Manipur for the results tomorrow. I will be praying for your success.



@BJP4India @narendramodi  @JPNadda @NBirenSingh @byadavbjp @sambitswaraj @PratimaBhoumik @BiswajitThongam",1,1,2,1,1
59,2022-03-09 13:20:38+00:00,1501548518946664448,"#CIAExitPoll for #ManipurElections2022 
BJP: 35-40
CONGRESS: 10-15
NPP: 2-5 https://t.co/x2sp0BuJH4",IndiaAnalytics,"for
BJP: 35-40
CONGRESS: 10-15
NPP: 2-5",0,0,1,0,0
60,2022-03-09 13:17:14+00:00,1501547662163660807,"#ManipurElections2022: Top constituencies to watch out for

#Manipur #ManipurAssemblyElections2022 #ManipurElections 

https://t.co/gkJubbONOI",fpjindia,: Top constituencies to watch out for,1,1,2,0,1
61,2022-03-09 13:15:00+00:00,1501547098113667072,"#ResultsWithHT | Ex-Trinamool Congress leader turned BJP lawmaker Thongam Biswajit Singh contested from the #Thongju seat

#ManipurElections2022 took place in 2 phases and counting of votes to take place tomorrow 

Track updates - https://t.co/ysX2hTD0VH https://t.co/agpI3bMhgQ",htTweets,"| Ex-Trinamool Congress leader turned BJP lawmaker Thongam Biswajit Singh contested from the  seat

took place in 2 phases and counting of votes to take place tomorrow

Track updates -",0,0,1,0,0
62,2022-03-09 13:11:34+00:00,1501546237098860545,"CONTROVERSIES AROUND MANIPUR 
For Naga-dominated areas in the state of Manipur, the repeal of AFSPA becomes a highly emotive issue. @AfridaRahmanAli EXPLAINS ⏬

#ManipurElections2022 #Manipur https://t.co/CsnB0HO2n2",MirrorNow,"CONTROVERSIES AROUND MANIPUR
For Naga-dominated areas in the state of Manipur, the repeal of AFSPA becomes a highly emotive issue. @AfridaRahmanAli EXPLAINS",1,1,2,0,1
63,2022-03-09 13:00:02+00:00,1501543331913945093,"#ResultsOnABP | चुनाव मतलब ABP न्यूज, देखिए सबसे तेज नतीजे - 10 मार्च को सुबह 6 बजे से लगातार #ABPNews पर

@ShobhnaYadava | https://t.co/p8nVQWYei7 

#UttarPradeshElections2022 #UttarakhandElections2022 #PunjabElections #GoaElections2022 #ManipurElections2022 https://t.co/Qz9Qa9Pg82",ABPNews,",Election means ABP News, see the fastest result - on March 10 from 6 am to consecutive

@Shobhnayadava |",0,0,1,0,0
64,2022-03-09 12:59:55+00:00,1501543305259094022,"Preparations underway at a counting centre in Porompat, Imphal-East, a day ahead of the #ManipurElections2022 result. https://t.co/H37HzJX4uM",NewspaperANI,"Preparations underway at a counting centre in Porompat, Imphal-East, a day ahead of the  result.",0,0,1,0,0
65,2022-03-09 12:51:00+00:00,1501541058295083021,"എക്സിറ്റ് പോൾ പ്രവചനങ്ങളെല്ലാം അനുകൂലമായതും ബിജെപിയുടെ ആത്മവിശ്വാസം വർദ്ധിപ്പിച്ചിരിക്കുകയാണ്
#Manipur #ManipurElections2022 #AssemblyElections2022 #ZeeMalayalamNews 

https://t.co/VimAE0XuPP",ZeeMalayalam,Exit Paul's predictions are also enhanced by the BJP's confidence,0,0,1,0,0
66,2022-03-09 12:48:49+00:00,1501540508950470657,"With exit polls predicting it to win the Manipur polls,  BJP is looking forward to the counting of votes on Thursday, even as a hopeful Cong looks to prevent its rival from returning to power.
#AssemblyElections2022 #ManipurElections2022 #BJP #Congress 
https://t.co/ZGsybI4BJU",IndiaAheadNews,"With exit polls predicting it to win the Manipur polls,  BJP is looking forward to the counting of votes on Thursday, even as a hopeful Cong looks to prevent its rival from returning to power.",1,1,2,1,1
67,2022-03-09 12:46:47+00:00,1501539996368465924,"#आ_रही_है_कांग्रेस
#AaRahiHaiCongress 
#ManipurElections2022 https://t.co/GXEe9momlq",CongressTak,Shri_Kongress,0,0,1,0,0
68,2022-03-09 12:44:40+00:00,1501539464958853122,"यही रात अंतिम यही रात भारी........
#UPElections2022 #panjab #Uttrakhand #GoaElections2022 #ManipurElections2022",jkt2104,This night is the last night heavy ........,-1,0,0,0,-1
69,2022-03-09 12:30:00+00:00,1501535773815984131,"#ResultsOnABP | चुनाव मतलब ABP न्यूज, देखिए सबसे तेज नतीजे - 10 मार्च को सुबह 6 बजे से लगातार #ABPNews पर

@romanaisarkhan  | https://t.co/p8nVQWYei7 

#UttarPradeshElections2022 #UttarakhandElections2022 #PunjabElections #GoaElections2022 #ManipurElections2022 https://t.co/e2DWQIgGGh",ABPNews,",Election means ABP News, see the fastest result - on March 10 from 6 am to consecutive

@Romanaisarkhan |",0,0,1,0,0
